beginpoint,endpoint,period,libsetup,checktype,required,arrival,slack,launchclk,captureclk,skew,fanout,netdelay,netcount,instcount,invdelay,bufdelay,combodelay,seqdelay,totaldelay,invcount,bufcount,combocount,seqcount,portcount,load,wirelength
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST0/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.019,2.433,-1.414,-0.155,-0.079,0.076,166,0.031,32,32,0.506,0.0,1.899,0.15,0.0,5,0,26,1,0,0.239,590.101
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST1/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.013,2.385,-1.372,-0.155,-0.078,0.077,161,0.031,30,30,0.384,0.0,1.973,0.15,0.0,4,0,25,1,0,0.235,589.9449999999999
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST11/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.016,2.445,-1.429,-0.155,-0.083,0.072,165,0.031,31,31,0.384,0.0,2.032,0.15,0.0,4,0,26,1,0,0.238,594.561
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST16/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.003,2.321,-1.318,-0.155,-0.087,0.068,160,0.031,30,30,0.506,0.0,1.7879999999999998,0.15,0.0,5,0,24,1,0,0.234,583.274
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST17/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.018,2.421,-1.403,-0.155,-0.078,0.077,166,0.031,32,32,0.556,0.0,1.836,0.15,0.0,6,0,25,1,0,0.239,592.976
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST19/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.01,2.435,-1.425,-0.155,-0.088,0.067,166,0.031,32,32,0.506,0.0,1.9,0.15,0.0,5,0,26,1,0,0.239,590.935
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST2/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.022,2.439,-1.416,-0.155,-0.076,0.079,166,0.031,32,32,0.565,0.0,1.846,0.15,0.0,6,0,25,1,0,0.24,598.17
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST20/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,0.985,2.441,-1.456,-0.155,-0.088,0.067,165,0.031,32,32,0.506,0.0,1.906,0.15,0.0,5,0,26,1,0,0.239,596.3019999999999
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST21/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.009,2.419,-1.411,-0.155,-0.089,0.066,166,0.031,32,32,0.556,0.0,1.835,0.15,0.0,6,0,25,1,0,0.239,592.198
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST23/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.01,2.436,-1.426,-0.155,-0.085,0.06999999999999999,166,0.031,32,32,0.506,0.0,1.902,0.15,0.0,5,0,26,1,0,0.239,591.583
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST26/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.015,2.428,-1.413,-0.155,-0.083,0.072,166,0.031,32,32,0.56,0.0,1.84,0.15,0.0,6,0,25,1,0,0.239,595.687
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST27/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.014,2.436,-1.422,-0.155,-0.083,0.072,166,0.031,32,32,0.506,0.0,1.902,0.15,0.0,5,0,26,1,0,0.239,591.721
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST29/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.015,2.419,-1.403,-0.155,-0.084,0.071,166,0.031,32,32,0.556,0.0,1.834,0.15,0.0,6,0,25,1,0,0.239,591.66
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST3/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.021,2.447,-1.427,-0.155,-0.076,0.079,165,0.031,31,31,0.384,0.0,2.034,0.15,0.0,4,0,26,1,0,0.238,596.515
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST30/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.015,2.426,-1.411,-0.155,-0.084,0.071,166,0.031,32,32,0.56,0.0,1.838,0.15,0.0,6,0,25,1,0,0.239,594.851
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST31/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,0.927,2.416,-1.489,-0.155,-0.155,0.0,142,0.031,34,34,0.432,0.0,1.958,0.15,0.0,5,0,28,1,0,0.213,528.985
id_stage_i_controller_i_ctrl_fsm_cs_reg[3]/CP,RC_CG_HIER_INST33/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,0.985,0.889,0.096,0.105,-0.081,-0.186,31,0.011,6,6,0.0,0.0,0.632,0.14,0.0,0,0,5,1,0,0.0439999999999999,108.019
if_stage_i_instr_rdata_id_o_reg[8]/CP,RC_CG_HIER_INST38/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,0.983,1.022,-0.039,0.0,-0.075,-0.075,42,0.012,12,12,0.067,0.0,0.7740000000000001,0.169,0.0,1,0,10,1,0,0.072,238.562
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST39/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.145,2.554,-1.409,-0.155,0.021,0.176,218,0.044,30,30,0.546,0.0,1.969,0.15,0.0,5,0,24,1,0,0.2880000000000001,671.8600000000001
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST4/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.021,2.445,-1.423,-0.155,-0.076,0.079,165,0.031,32,32,0.506,0.0,1.912,0.15,0.0,5,0,26,1,0,0.239,595.769
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST40/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.046,2.5,-1.455,-0.155,-0.076,0.079,237,0.053,30,30,0.546,0.0,1.907,0.15,0.0,5,0,24,1,0,0.297,671.7610000000001
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST41/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.051,2.504,-1.453,-0.155,-0.073,0.082,237,0.052,30,30,0.546,0.0,1.912,0.15,0.0,5,0,24,1,0,0.297,674.148
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST42/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.143,2.553,-1.409,-0.155,0.022,0.177,218,0.049,30,30,0.546,0.0,1.963,0.15,0.0,5,0,24,1,0,0.2880000000000001,669.0110000000001
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST43/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.009,2.416,-1.408,-0.155,-0.091,0.064,142,0.031,34,34,0.384,0.0,2.005,0.15,0.0,4,0,29,1,0,0.213,527.7370000000001
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST44/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.019,2.201,-1.182,-0.155,-0.078,0.077,130,0.028,28,28,0.384,0.0,1.7929999999999997,0.15,0.0,4,0,23,1,0,0.193,479.088
if_stage_i_instr_rdata_alu_id_o_reg[13]/CP,RC_CG_HIER_INST45/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.141,1.384,-0.243,-0.155,0.031,0.186,157,0.028,18,18,0.293,0.0,1.048,0.168,0.0,3,0,14,1,0,0.166,347.677
if_stage_i_instr_rdata_alu_id_o_reg[13]/CP,RC_CG_HIER_INST46/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.05,1.377,-0.326,-0.155,-0.075,0.08,157,0.028,18,18,0.293,0.0,1.041,0.168,0.0,3,0,14,1,0,0.166,347.741
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST47/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,0.966,2.394,-1.428,-0.155,-0.074,0.081,139,0.031,29,29,0.546,0.0,1.822,0.15,0.0,5,0,23,1,0,0.209,533.3600000000001
load_store_unit_i_ls_fsm_cs_reg[1]/CP,RC_CG_HIER_INST48/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.036,0.323,0.714,-0.155,-0.067,0.088,17,0.002,5,5,0.0,0.0,0.3289999999999999,0.146,0.0,0,0,4,1,0,0.024,33.337
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST49/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.01,2.379,-1.369,-0.155,-0.065,0.09,139,0.033,29,29,0.546,0.0,1.805,0.15,0.0,5,0,23,1,0,0.21,536.416
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST5/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.016,2.38,-1.365,-0.155,-0.077,0.078,161,0.031,30,30,0.384,0.0,1.968,0.15,0.0,4,0,25,1,0,0.235,588.235
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST50/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.021,2.335,-1.314,-0.155,-0.087,0.068,139,0.03,29,29,0.384,0.0,1.925,0.15,0.0,4,0,24,1,0,0.202,494.547
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST52/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.03,2.29,-1.261,-0.155,-0.075,0.08,138,0.03,29,29,0.384,0.0,1.881,0.15,0.0,4,0,24,1,0,0.201,492.125
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST53/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.04,2.199,-1.159,-0.155,-0.06,0.095,130,0.028,28,28,0.384,0.0,1.7909999999999997,0.15,0.0,4,0,23,1,0,0.194,482.312
if_stage_i_instr_rdata_id_o_reg[8]/CP,RC_CG_HIER_INST54/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.042,0.996,0.046,0.0,-0.073,-0.073,42,0.012,11,11,0.067,0.0,0.7500000000000001,0.169,0.0,1,0,9,1,0,0.069,221.95200000000003
load_store_unit_i_ls_fsm_cs_reg[0]/CP,RC_CG_HIER_INST55/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,0.964,0.212,0.751,-0.155,-0.155,0.0,18,0.001,5,5,0.034,0.0,0.193,0.14,0.0,1,0,3,1,0,0.018,34.734
if_stage_i_instr_rdata_alu_id_o_reg[13]/CP,RC_CG_HIER_INST56/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.081,1.448,-0.368,-0.155,-0.033,0.122,159,0.029,18,18,0.293,0.0,1.112,0.168,0.0,3,0,14,1,0,0.172,381.631
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST57/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.018,2.498,-1.481,-0.155,-0.099,0.055999999999999994,151,0.031,36,36,0.384,0.0,2.087,0.15,0.0,4,0,31,1,0,0.218,532.1360000000001
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST6/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.025,2.437,-1.413,-0.155,-0.075,0.08,166,0.031,32,32,0.565,0.0,1.844,0.15,0.0,6,0,25,1,0,0.24,597.1519999999999
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST7/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.01,2.449,-1.439,-0.155,-0.085,0.06999999999999999,165,0.031,31,31,0.384,0.0,2.036,0.15,0.0,4,0,26,1,0,0.238,597.1510000000001
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,RC_CG_HIER_INST8/RC_CGIC_INST/E,1.200,0.0,Clock Gating Setup Check,1.018,2.444,-1.426,-0.155,-0.081,0.074,165,0.031,32,32,0.506,0.0,1.91,0.15,0.0,5,0,26,1,0,0.239,594.839
/rst_ni,core_busy_q_reg/CDN,1.200,0.0,Recovery Check,6.308,0.24,6.068,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[13]/CP,core_busy_q_reg/D,1.200,0.019,Setup Check,1.286,1.524,-0.238,-0.155,0.105,0.26,160,0.03,19,19,0.293,0.0,1.187,0.168,0.0,3,0,15,1,0,0.174,392.763
cs_registers_i_u_mie_csr_rdata_q_reg[9]/CP,core_clock_gate_i_en_latch_reg/D,0.600,0.0,Latch Borrowed Time Check,0.516,0.516,0.0,0.0,-0.202,-0.202,12,0.008,7,7,0.0,0.0,0.373,0.138,0.0,0,0,6,1,0,0.027,126.062
/rst_ni,cs_registers_i_mcountinhibit_q_reg[0]/CDN,1.200,0.0,Recovery Check,6.294,0.24,6.054,0.24,0.072,-0.16799999999999998,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
cs_registers_i_mcountinhibit_q_reg[0]/CP,cs_registers_i_mcountinhibit_q_reg[0]/D,1.200,0.103,Setup Check,1.185,0.199,0.986,0.088,0.088,0.0,3,0.0,1,1,0.0,0.0,0.0,0.111,0.0,0,0,0,1,0,0.003,4.616
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcountinhibit_q_reg[0]/SE,1.200,0.116,Setup Check,1.172,2.362,-1.19,-0.155,0.088,0.243,140,0.031,29,29,0.546,0.0,1.7899999999999998,0.15,0.0,5,0,23,1,0,0.208,522.768
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcountinhibit_q_reg[0]/SI,1.200,0.135,Setup Check,1.153,2.149,-0.995,-0.155,0.088,0.243,130,0.026,19,19,0.323,0.0,1.803,0.15,0.0,4,0,14,1,0,0.15,331.356
/rst_ni,cs_registers_i_mcountinhibit_q_reg[2]/CDN,1.200,0.0,Recovery Check,6.311,0.24,6.071,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
cs_registers_i_mcountinhibit_q_reg[2]/CP,cs_registers_i_mcountinhibit_q_reg[2]/D,1.200,0.179,Setup Check,1.127,0.335,0.792,0.105,0.105,0.0,3,0.002,1,1,0.0,0.0,0.0,0.228,0.0,0,0,0,1,0,0.01,44.478
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcountinhibit_q_reg[2]/SE,1.200,0.113,Setup Check,1.192,2.362,-1.169,-0.155,0.105,0.26,140,0.031,29,29,0.546,0.0,1.7899999999999998,0.15,0.0,5,0,23,1,0,0.208,522.768
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcountinhibit_q_reg[2]/SI,1.200,0.148,Setup Check,1.158,2.175,-1.017,-0.155,0.105,0.26,133,0.023,21,21,0.332,0.0,1.822,0.15,0.0,4,0,16,1,0,0.153,340.95699999999994
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[0]/CDN,1.200,0.0,Recovery Check,6.308,0.24,6.068,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[0]/D,1.200,0.137,Setup Check,1.169,2.149,-0.98,-0.155,0.105,0.26,130,0.026,19,19,0.323,0.0,1.803,0.15,0.0,4,0,14,1,0,0.15,331.356
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[0]/SE,1.200,0.181,Setup Check,1.125,2.436,-1.312,-0.155,0.105,0.26,217,0.039,29,29,0.546,0.0,1.858,0.15,0.0,5,0,23,1,0,0.2870000000000001,668.2470000000001
cs_registers_i_mcycle_counter_i_counter_q_reg[0]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[0]/SI,1.200,0.102,Setup Check,1.204,0.316,0.888,0.105,0.105,0.0,7,0.0,3,3,0.0,0.0,0.067,0.143,0.0,0,0,2,1,0,0.007,12.385
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[10]/CDN,1.200,0.0,Recovery Check,6.311,0.24,6.071,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[10]/D,1.200,0.187,Setup Check,1.118,2.203,-1.085,-0.155,0.105,0.26,127,0.038,19,19,0.203,0.0,1.966,0.15,0.0,3,0,15,1,0,0.15,346.896
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[10]/SE,1.200,0.183,Setup Check,1.123,2.457,-1.334,-0.155,0.105,0.26,217,0.059,29,29,0.546,0.0,1.858,0.15,0.0,5,0,23,1,0,0.2870000000000001,668.2470000000001
cs_registers_i_mcountinhibit_q_reg[0]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[10]/SI,1.200,0.051,Setup Check,1.255,0.713,0.541,0.088,0.105,0.017,24,0.002,9,9,0.032,0.0,0.4499999999999999,0.139,0.0,1,0,7,1,0,0.029,58.806
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[11]/CDN,1.200,0.0,Recovery Check,6.311,0.24,6.071,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[11]/D,1.200,0.163,Setup Check,1.143,2.279,-1.137,-0.155,0.105,0.26,129,0.037,21,21,0.384,0.0,1.862,0.15,0.0,4,0,16,1,0,0.168,418.2609999999999
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[11]/SE,1.200,0.182,Setup Check,1.123,2.456,-1.333,-0.155,0.105,0.26,217,0.058,29,29,0.546,0.0,1.858,0.15,0.0,5,0,23,1,0,0.2870000000000001,668.2470000000001
cs_registers_i_mcountinhibit_q_reg[0]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[11]/SI,1.200,0.102,Setup Check,1.203,0.706,0.497,0.088,0.105,0.017,24,0.002,9,9,0.032,0.0,0.4429999999999999,0.139,0.0,1,0,7,1,0,0.029,58.722
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[12]/CDN,1.200,0.0,Recovery Check,6.311,0.24,6.071,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[12]/D,1.200,0.144,Setup Check,1.161,2.264,-1.103,-0.155,0.105,0.26,132,0.036,20,20,0.353,0.0,1.879,0.15,0.0,4,0,15,1,0,0.157,363.605
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[12]/SE,1.200,0.184,Setup Check,1.122,2.463,-1.341,-0.155,0.105,0.26,217,0.065,29,29,0.546,0.0,1.858,0.15,0.0,5,0,23,1,0,0.2870000000000001,668.2470000000001
cs_registers_i_mcountinhibit_q_reg[0]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[12]/SI,1.200,0.052,Setup Check,1.254,0.66,0.594,0.088,0.105,0.017,22,0.003,8,8,0.032,0.0,0.3969999999999999,0.139,0.0,1,0,6,1,0,0.027,59.075
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[13]/CDN,1.200,0.0,Recovery Check,6.311,0.24,6.071,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[13]/D,1.200,0.181,Setup Check,1.124,2.217,-1.093,-0.155,0.105,0.26,128,0.033,19,19,0.203,0.0,1.985,0.15,0.0,3,0,15,1,0,0.149,339.231
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[13]/SE,1.200,0.183,Setup Check,1.122,2.462,-1.34,-0.155,0.105,0.26,217,0.064,29,29,0.546,0.0,1.858,0.15,0.0,5,0,23,1,0,0.2870000000000001,668.2470000000001
cs_registers_i_mcountinhibit_q_reg[0]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[13]/SI,1.200,0.102,Setup Check,1.203,0.652,0.552,0.088,0.105,0.017,22,0.003,8,8,0.032,0.0,0.3889999999999999,0.139,0.0,1,0,6,1,0,0.027,57.739
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[14]/CDN,1.200,0.0,Recovery Check,6.311,0.24,6.071,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[14]/D,1.200,0.126,Setup Check,1.179,2.168,-0.989,-0.155,0.105,0.26,128,0.035,20,20,0.267,0.0,1.87,0.15,0.0,4,0,15,1,0,0.15,334.117
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[14]/SE,1.200,0.184,Setup Check,1.121,2.468,-1.347,-0.155,0.105,0.26,217,0.07,29,29,0.546,0.0,1.858,0.15,0.0,5,0,23,1,0,0.2870000000000001,668.2470000000001
cs_registers_i_mcountinhibit_q_reg[0]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[14]/SI,1.200,0.05,Setup Check,1.255,0.718,0.537,0.088,0.105,0.017,24,0.003,9,9,0.032,0.0,0.4549999999999999,0.139,0.0,1,0,7,1,0,0.028,59.469
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[15]/CDN,1.200,0.0,Recovery Check,6.308,0.24,6.068,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[15]/D,1.200,0.071,Setup Check,1.235,2.562,-1.327,-0.155,0.105,0.26,218,0.063,30,30,0.546,0.0,1.958,0.15,0.0,5,0,24,1,0,0.2880000000000001,670.431
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[16]/CDN,1.200,0.0,Recovery Check,6.311,0.24,6.071,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[16]/D,1.200,0.2,Setup Check,1.105,2.236,-1.131,-0.155,0.105,0.26,128,0.043,19,19,0.203,0.0,1.994,0.15,0.0,3,0,15,1,0,0.154,362.495
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[16]/SE,1.200,0.185,Setup Check,1.12,2.477,-1.357,-0.155,0.105,0.26,217,0.079,29,29,0.546,0.0,1.858,0.15,0.0,5,0,23,1,0,0.2870000000000001,668.2470000000001
cs_registers_i_mcountinhibit_q_reg[0]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[16]/SI,1.200,0.051,Setup Check,1.254,0.781,0.473,0.088,0.105,0.017,27,0.004,9,9,0.032,0.0,0.517,0.139,0.0,1,0,7,1,0,0.032,72.92399999999999
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[17]/CDN,1.200,0.0,Recovery Check,6.308,0.24,6.068,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[17]/D,1.200,0.058,Setup Check,1.248,2.653,-1.405,-0.155,0.105,0.26,220,0.069,31,31,0.546,0.0,2.044,0.15,0.0,5,0,25,1,0,0.2910000000000001,678.2130000000001
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[18]/CDN,1.200,0.0,Recovery Check,6.311,0.24,6.071,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[18]/D,1.200,0.204,Setup Check,1.101,2.245,-1.144,-0.155,0.105,0.26,128,0.046,19,19,0.203,0.0,1.999,0.15,0.0,3,0,15,1,0,0.155,366.71
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[18]/SE,1.200,0.185,Setup Check,1.12,2.479,-1.358,-0.155,0.105,0.26,217,0.081,29,29,0.546,0.0,1.858,0.15,0.0,5,0,23,1,0,0.2870000000000001,668.2470000000001
cs_registers_i_mcountinhibit_q_reg[0]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[18]/SI,1.200,0.05,Setup Check,1.255,0.893,0.362,0.088,0.105,0.017,32,0.004,11,11,0.032,0.0,0.6280000000000001,0.139,0.0,1,0,9,1,0,0.037,81.728
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[19]/CDN,1.200,0.0,Recovery Check,6.308,0.24,6.068,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[19]/D,1.200,0.059,Setup Check,1.246,2.664,-1.418,-0.155,0.105,0.26,220,0.083,31,31,0.546,0.0,2.041,0.15,0.0,5,0,25,1,0,0.2900000000000001,679.422
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[1]/CDN,1.200,0.0,Recovery Check,6.308,0.24,6.068,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
if_stage_i_instr_rdata_alu_id_o_reg[3]/CP,cs_registers_i_mcycle_counter_i_counter_q_reg[1]/D,1.200,0.058,Setup Check,1.247,2.599,-1.351,-0.155,0.105,0.26,220,0.039,31,31,0.546,0.0,2.019,0.15,0.0,5,0,25,1,0,0.2900000000000001,675.0620000000001
/rst_ni,cs_registers_i_mcycle_counter_i_counter_q_reg[20]/CDN,1.200,0.0,Recovery Check,6.308,0.24,6.068,0.24,0.086,-0.154,1652,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2.402,2082.527
